,balanced_acc,dataset,device,explainer,f1_score,fidelity_gnn_acc+,fidelity_gnn_acc-,fidelity_gnn_prob+,fidelity_gnn_prob-,focus,mask_entropy,mask_nature,mask_size,mask_sparsity,max_avg,model,num_explained_y_fid,num_explained_y_with_acc,precision,pred_type,recall,roc_auc_score,seed,task,time,top_balanced_acc,top_f1_score,top_precision,top_recall,top_roc_auc_score,topk
0,0.5185185185185185,ieee24,cpu,sa,0.05455455455455455,0.2,0.2,0.20359957218170166,0.2088136225938797,model,4.1495228399306585,soft,71.6,0.029804804804804762,0.39269294261161686,transformer,10,3,0.02804232804232804,mix,1.0,0.2314814814814815,0,multi_classification,0.0101,0.4791666666666667,0.0,0.0,0.0,0.4791666666666667,
1,0.4583333333333333,ieee24,cpu,sa,0.0,0.2,0.2,0.20831120014190674,0.2051612138748169,model,1.7859938015933658,soft,6.0,0.9186936936936938,0.8585734945600036,transformer,10,3,0.0,mix,0.0,0.4583333333333333,0,multi_classification,0.0101,0.4791666666666667,0.0,0.0,0.0,0.4791666666666667,5
2,0.4236111111111111,ieee24,cpu,sa,0.0,0.2,0.2,0.20830921828746796,0.20515497028827667,model,2.3882938163869625,soft,11.0,0.8509384384384383,0.7770875750457422,transformer,10,3,0.0,mix,0.0,0.4236111111111111,0,multi_classification,0.0101,0.4791666666666667,0.0,0.0,0.0,0.4791666666666667,10
